sentence,label
reveals the ways in which a sultry evening or a beer-fueled afternoon in the sun can inspire even the most retiring heart to venture forth,1
each one of these people stand out and everybody else is in the background and it just seems manufactured to me and artificial,0
made for the tube,0
fail,0
the narration helps little,0
"its audience -- in a heartwarming , nonjudgmental kind of way -- to consider what we value in our daily lives",1
tackling serious themes,1
clever ways,1
calm and thoughtful,1
undernourished,0
"alert , if not",1
leaving the theater with a smile on your face,1
top-notch british actor,1
a plodding teen remake that 's so mechanical you can smell the grease on the plot,0
is not a bad film .,1
carvey 's glory days,1
"presents a side of contemporary chinese life that many outsiders will be surprised to know exists , and does so with an artistry that also smacks of revelation .",1
's both charming and,1
is frequently overwrought and crudely literal,0
suffers from a flat script and a low budget .,0
is entry number twenty the worst of the brosnan bunch,0
a meaty subject,1
"the movie 's contrived , lame screenplay and",0
richly entertaining and suggestive of any number of metaphorical readings .,1
a lighthearted comedy,1
bore .,0
offers an unexpected window into the complexities of the middle east struggle and into the humanity of its people .,1
"a bad , bad , bad movie",0
drawn-out,0
"as well-written as sexy beast , not as gloriously flippant as lock , stock and two smoking barrels , but stylish and moody and exceptionally well-acted .",1
a powerful drama with enough sardonic wit,1
", some of it is honestly affecting",1
aimless for much of its running time,0
a feel-good fantasy,1
to avoid being recognized as the man who bilked unsuspecting moviegoers,0
's self-defeatingly decorous,0
much more than,1
"it does n't offer any insights that have n't been thoroughly debated in the media already , back in the dahmer heyday of the mid - '90s",0
its excellent storytelling,1
"`` frailty '' has been written so well , that even a simple `` goddammit ! ''",1
"young everlyn sampi , as the courageous molly craig , simply radiates star-power potential in this remarkable and memorable film .",1
denouement,0
"only with muscles and a lot more smarts , but just as endearing and easy to watch",1
baaaaaaaaad,0
titular,1
", thirteen conversations about one thing is a small gem .",1
"a sour attempt at making a farrelly brothers-style , down-and-dirty laugher for the female",0
are clinically depressed and have abandoned their slim hopes and dreams,0
's hard to resist his pleas to spare wildlife and respect their environs,1
"a self-reflexive , philosophical nature",1
"ice cube is n't quite out of ripe screwball ideas , but friday after next spreads them pretty thin .",0
has only a fleeting grasp of how to develop them,0
"amusing enough while you watch it , offering fine acting moments and pungent insights into modern l.a. 's show-biz and media",1
clueless,0
it offers little beyond the momentary joys of pretty and weightless intellectual entertainment .,0
in the ease with which it integrates thoughtfulness and pasta-fagioli comedy,1
three sides of his story with a sensitivity,1
will likely prefer to keep on watching .,1
their cruel fate,0
the messiness,0
'm going to give it a marginal thumbs up,1
ill-advised and,0
a four star performance from kevin kline who unfortunately works with a two star script,1
that you 'll want to crawl up your own *** in embarrassment,0
"the women look more like stereotypical caretakers and moral teachers , instead of serious athletes",0
it 's depressing to see how far herzog has fallen .,0
's worth the concentration,1
some serious soul,1
like high crimes flog the dead horse of surprise as if it were an obligation,0
from grace that still leaves shockwaves,1
"the filmmaker would disagree , but , honestly , i do n't see the point",0
a director to watch,1
"too fancy , not too filling , not too fluffy , but definitely tasty and sweet",1
fails on so many levels,0
veers,0
a fascinating little thriller,1
kid-empowerment,1
not to have been edited at all,0
spin hopelessly out,0
achingly human,1
above the level of an after-school tv special,0
animation back 30 years,0
exit the theater,0
heart,1
fresh and,1
on johnny knoxville 's stomach,1
to a strangely sinister happy ending,1
", funny humor",1
winning actor,1
boorishness,0
any awards,1
endeavors,1
cinematic poo .,0
"be depressing ,",0
been astronomically bad,0
those unassuming films that sneaks up on you and stays with you long after you have left the theater,1
a gripping documentary that reveals how deep the antagonism lies in war-torn jerusalem .,1
"is the sort of low-grade dreck that usually goes straight to video -- with a lousy script , inept direction , pathetic acting , poorly dubbed dialogue and murky cinematography , complete with visible boom mikes .",0
pleasant but not more than recycled jock piffle .,0
the fun of toy story 2,1
revels in its own simplicity,1
a predictable connect-the-dots course,0
"is gripping , as are the scenes of jia with his family",1
"from the screenplay , but rather the mediocre performances",0
a movie that 's about as overbearing and over-the-top as the family it depicts .,0
assumes you are n't very bright,0
's kind of sad that so many people put so much time and energy into this turkey .,0
gaunt,0
if the director is trying to dupe the viewer into taking it all as very important simply because the movie is ugly to look at and not a hollywood product,0
do n't even bother to rent this on video .,0
"it 's a smart , solid , kinetically-charged spy flick worthy of a couple hours of summertime and a bucket of popcorn .",1
the best korean film of 2002,1
astonishingly skillful and moving ...,1
should drop everything and run to ichi .,1
"... simultaneously degrades its characters , its stars and its audience .",0
"forgets about her other obligations , leading to a tragedy which is somehow guessable from the first few minutes , maybe because it echoes the by now intolerable morbidity of so many recent movies .",0
